,stars
1853146,4
3444810,4
1805666,5
651479,4
1823138,5
3186829,5
1429785,5
776526,5
4197699,5
4623425,5
54864,5
1477771,5
4783511,1
868426,4
2635789,4
3804044,5
1750196,1
1210053,4
4998682,5
5222258,5
2353882,5
600239,5
4388361,4
4221727,4
4712541,4
2965425,1
2127471,3
1352142,5
2956310,5
7675,5
5006064,1
4332,4
364800,4
697807,5
1247728,5
514032,5
1387046,4
2699814,1
4529678,1
2583306,3
4558695,5
4246865,2
1540257,4
1762433,5
1396951,3
3523975,2
2393886,3
3794949,4
5251503,3
319364,1
2909579,4
948524,3
4307927,5
717759,5
696351,5
3345898,4
2401173,1
666598,4
4751079,5
1180096,1
368834,5
4981645,5
1219885,3
1522201,1
2774796,4
3603748,4
3357112,5
3028778,5
623349,3
3326384,3
3577458,5
215098,3
1153386,5
4997379,5
4516957,5
2938525,1
3149709,1
4710975,5
3852428,4
207366,5
2960957,4
710945,4
4442396,1
2739659,4
3909603,5
4093193,5
567115,3
3006111,2
5077270,4
4134931,4
1145710,3
3578196,3
4603483,3
2747393,5
4607451,5
2400501,5
5192639,4
3318674,4
121765,1
1256264,5
5249937,1
3093613,1
2896748,5
2712513,4
4123657,2
4513696,1
679413,3
3035802,4
3632808,1
3481587,5
1493148,5
545042,5
5070108,3
1696211,3
1447559,1
4218010,1
3984116,1
2165141,5
3936492,4
1106628,5
2329215,1
1389933,5
3940080,1
2138040,5
3580607,5
2489867,5
2360927,3
1669656,4
3111685,4
2213641,5
3232716,5
1837323,5
2223908,4
3124576,3
3411837,1
2568520,4
3488604,1
3203006,5
4403232,5
1301845,5
4354831,5
3527318,5
3916477,5
709163,5
3357401,5
3970731,1
4369536,5
1246362,3
2720381,1
4313508,3
1364087,4
2500394,4
3617995,5
3597147,5
1291030,5
1130790,5
2939381,2
2306976,5
4382333,5
3862716,4
3713417,5
4502026,4
362720,1
390534,4
860568,5
4029755,1
1370248,5
2747822,5
3903611,5
803794,5
1752427,3
4875043,1
851869,5
3074721,5
2313833,1
3560351,1
1259478,5
3504069,3
1377247,5
3235901,3
1324485,1
767073,4
3220529,5
3635619,5
2021530,4
2400839,1
2388728,5
4707035,4
4682448,4
2391107,2
2536328,5
3812140,1
1596763,5
1025460,5
4625280,5
623007,5
3871882,4
968607,5
5175169,5
4618217,4
2794159,1
4934858,5
679661,4
417547,5
2585615,5
1630261,4
3309277,4
2258256,4
4067263,5
65376,4
1432310,4
1619431,1
2422929,3
3474913,1
4902088,1
2359077,5
246765,5
535995,4
1685434,3
1597367,4
3111790,1
1378110,3
4883696,5
2338281,2
261817,4
137378,2
3248151,5
2521608,5
4361338,5
1004797,4
4857655,5
3233049,3
4253982,5
3841485,4
4005226,5
5206800,5
1575976,1
1408954,2
2663794,2
2805390,5
524470,5
2175191,2
207986,5
2669484,5
2169222,5
3457982,5
1681091,5
3719216,1
1095639,5
4610365,4
4881427,5
3807149,5
2376044,5
3430154,5
5117870,4
1151263,5
4923855,3
1577711,2
5228873,5
4678881,5
3014993,5
3295348,5
856694,5
2959985,2
248735,5
5189137,3
2549991,3
831950,4
2027448,3
405371,3
4407706,1
170178,5
946790,2
4789473,5
2120305,5
2994141,5
1765067,5
4098429,5
4989161,5
48831,3
979421,4
2557054,1
3261725,5
4256527,5
4636350,5
5091514,4
5259341,5
946273,5
3097363,3
4069261,5
4233547,5
5042966,4
2358269,5
4314391,3
917201,5
3575088,2
2319387,2
4582821,5
862020,2
3618587,5
4700024,1
3551034,2
91003,5
3854834,3
952669,2
955094,5
120971,5
2932390,4
3977169,1
1517064,5
131098,2
5024525,2
1332750,1
4595079,4
2384671,5
5096004,1
1427079,3
4034619,5
720200,5
4996356,4
4623088,1
4787979,4
2822960,4
3838739,4
1619581,3
4232062,2
4537784,2
3320980,4
713081,4
1338512,2
4113285,5
5158968,5
1776787,4
4421358,4
4043184,5
3592787,3
4043844,4
972101,4
1077597,5
2735032,5
771804,5
748362,2
1764818,5
2496826,4
1094510,5
303888,3
4792169,5
2865510,5
3738916,4
2581123,4
1730031,5
2503921,2
1458561,2
4889643,5
2061535,4
154188,5
4863418,4
4334210,5
4527619,4
4632758,1
3424491,3
3516690,4
4684867,5
1922052,2
2271714,5
3955627,2
3683001,1
1907674,4
194182,4
812907,3
3565843,2
1599667,5
1259374,4
3218044,5
2472533,5
2176412,5
4008473,1
191356,5
3608698,3
4173938,4
731280,5
3334612,5
5123513,5
3709875,5
355535,1
1427640,4
525886,5
2533611,5
388164,2
2499989,5
3975871,5
4403494,4
1120773,3
268856,3
3621491,5
17719,4
3587443,4
182934,1
2600897,1
4802132,3
1916094,5
420937,5
2378619,5
4906965,1
2164708,5
388313,4
5067876,3
1306940,3
294024,1
381091,4
1223933,5
812294,3
2742157,5
441258,5
148137,4
2422316,1
5145512,4
4857766,5
4767286,5
1918237,4
1056880,3
1399869,5
724710,5
2985949,4
4265729,1
2124052,4
4028610,1
4546866,5
2917957,5
411894,3
399678,4
3553280,5
1967148,4
1707042,3
3370696,3
5240227,5
611935,5
1943663,4
3539352,4
3781820,5
650772,5
1641007,4
3717264,3
2243837,5
5173635,5
1622229,5
5255828,5
1882283,3
736863,2
2132398,5
1667247,5
232410,3
1837229,4
3243713,1
3276264,4
1120199,5
1784136,5
4630486,5
13476,4
3919087,4
2243042,5
4087162,5
4740610,3
1263463,5
2040391,5
3920360,4
532894,5
101450,2
3959338,5
4922913,1
5205277,5
4084752,5
2022496,5
2351518,4
1495856,5
2033645,4
1280847,5
278001,5
3948131,1
4157913,5
2372284,4
1859740,3
1838548,4
5140078,5
2600766,2
3852456,1
3263664,4
3309949,1
3452309,4
3703591,5
403082,4
2947055,5
4145353,4
1866998,5
2405932,5
1104724,3
361066,4
4315045,5
3796321,5
2325104,5
4739261,4
378428,1
5112444,5
172249,5
4429896,3
1217143,4
3618019,4
3443262,2
1118465,1
5171880,5
373355,4
2117911,5
3833052,5
1488927,5
2243925,3
4140972,4
1406794,4
5197533,1
2899982,1
3840754,1
1061365,4
2745364,1
158095,5
4352728,5
4428900,5
702547,4
2381693,5
556733,5
4339830,5
1340851,1
1113402,4
1149739,4
4887349,5
2789733,3
4607272,1
2418753,3
4758636,1
582555,4
205149,1
2077578,5
4908391,5
2686,4
4772706,3
3021729,5
1531939,5
992052,5
4111351,1
2677400,4
5073284,5
684198,4
273612,5
1300538,5
4606888,5
912330,3
4449340,4
4452310,5
2780378,2
2715358,3
9315,4
5169365,1
1632478,2
403800,5
1782233,3
5023394,5
3836688,4
3988745,5
3215428,5
3246205,3
3359437,5
4917607,4
2083954,4
3184906,4
1636872,2
709195,5
3067425,4
4670278,3
4954579,4
1879890,5
3735208,5
3955539,4
158519,3
1637759,4
2799588,5
729539,5
4322953,4
3320610,5
3536803,5
3480758,5
5251201,5
2117387,1
233773,5
3312775,1
2099102,3
5159315,1
5127353,5
1931900,4
3736291,3
2315208,3
3389143,4
1031683,4
728258,5
1599963,5
688414,1
4845248,4
1294144,3
3445371,5
1232824,4
2875126,3
2848809,1
2028410,3
1655176,5
4644773,5
3961815,1
1436893,4
3257123,4
4959654,5
1205859,5
1240324,5
882294,5
3207454,1
1868991,1
2892825,5
1892659,5
5110352,4
1687883,5
4995747,5
4727649,4
3530887,4
2869782,5
5017977,5
338665,5
1977774,5
3775973,2
1077760,5
2531589,4
1969312,4
1298408,5
1602922,5
808617,4
4152857,5
2387659,5
3744316,1
3418119,4
1759981,4
4747833,4
4290333,5
4890416,1
2764481,1
1677723,5
1043873,5
3783007,5
1209705,4
687814,5
645330,3
3091847,2
3710021,4
2687318,5
5124075,5
2168067,1
594680,1
4909967,4
499835,5
3255196,3
1557345,1
1347010,2
3526021,4
2434837,4
4804782,3
568357,5
2503438,5
775795,4
274479,5
544605,5
2023544,5
1225341,1
383292,1
4757520,5
4852328,1
3351087,5
4701102,4
486386,5
1660284,5
2152897,1
4262531,1
313745,1
3264511,5
2357596,5
3751963,5
834114,3
2091213,4
358418,4
2845304,1
2642836,5
2924072,5
3502908,5
1986015,2
253726,5
3336497,1
2663105,5
4577343,1
983566,4
3178028,4
2750687,5
2766537,5
1293566,4
1838465,4
3588917,4
1787740,2
573718,5
1022234,4
854445,4
4242039,5
3674418,5
2218917,5
789313,4
1872682,5
1507406,2
3089641,1
2069789,3
1000657,3
414519,4
1107929,4
1463923,4
3497441,1
867098,1
797064,1
34830,5
4981011,3
2277613,3
403117,5
3246312,1
1940570,5
5239014,4
4051174,4
4558582,4
3770848,1
1453572,5
2050635,5
1390113,5
157863,2
3216860,4
1420563,5
2905618,5
2245246,1
834738,5
3952609,5
2179147,1
2250680,3
5187693,4
2193459,4
201297,2
1224234,4
3078178,3
4431008,5
3693654,1
3259318,3
2405833,2
1366457,2
4457288,5
4063736,5
891343,4
2373154,4
4604877,5
122686,5
1267260,4
3262913,5
841564,3
2164937,4
4651247,5
5105325,2
2048090,2
2741814,5
4899633,3
913273,4
5157481,4
4586064,4
3502985,1
3244321,5
2247598,5
390639,1
2639391,1
3106085,4
4350505,3
2649970,1
13940,4
2267355,1
4780845,5
2445279,5
4017626,5
1779296,1
701236,5
3567902,3
2089935,4
851822,5
767985,4
4974029,4
4274346,1
4070145,4
3561972,1
86320,5
4598827,4
2192908,1
588936,5
1763634,5
1415285,2
2005585,1
2784331,4
2227733,4
4927681,5
5214941,5
3531814,5
2394171,3
2635982,5
5246291,5
4436580,2
2613970,3
271646,5
4210956,2
204999,4
2873513,5
1488596,4
464313,5
1935627,1
2916344,5
4316763,1
5228389,5
1044643,2
3966381,1
4788747,4
3667993,1
3639485,5
1847302,4
5240396,4
3799328,5
4300653,2
808911,1
4048433,4
2325792,3
5240898,4
1341972,5
184744,4
83138,5
1721295,2
3402634,1
4926840,5
5027275,5
107036,4
4019417,5
2382730,5
2888248,5
4047931,5
5208733,4
5228084,3
3318381,3
4746709,4
2605221,2
1476028,3
1223894,3
603807,2
2791228,4
4310209,1
4886607,5
77918,1
256330,4
1474165,5
2398993,4
3368948,4
4385417,5
483976,3
4784110,1
3928927,1
4675244,2
1815674,5
3299306,4
3290706,2
1188809,3
1581158,5
3124032,4
383034,5
100228,5
1639912,5
3035693,5
4264345,5
3786720,1
558828,2
3189181,4
2770394,4
3821671,5
4868112,5
3459160,4
4154758,1
4527931,1
1255286,5
2505467,1
4175071,4
4236982,2
2445299,5
2529363,3
225975,5
2631836,3
3352035,3
2020454,4
332988,3
4008531,5
1185429,1
4191303,2
1285072,3
4809360,5
533676,1
1197215,5
1376231,5
5072608,1
1605192,4
3761573,4
5050613,4
180724,2
784685,1
2309559,1
2343786,5
1415100,5
419861,5
2850818,5
4123234,5
4272995,3
2745213,4
2502873,5
4459388,2
4151903,2
4465362,5
1408505,4
4189255,3
65440,3
2360230,5
631247,3
4393506,5
3041392,3
3175209,4
3992997,1
1871354,1
1046771,5
1738980,5
5127730,1
395911,3
3050367,5
3412155,5
4759606,4
2467876,5
1034887,1
4121204,1
3160362,4
1552907,2
3827380,5
3963521,4
3498611,5
172211,4
4340263,3
1370965,5
3518369,4
2548384,5
3110262,1
1228915,4
2275033,5
1948383,4
3312105,5
847272,5
3165481,5
4205860,1
1944385,1
3091089,1
350963,5
3876931,5
3057036,4
3878523,5
4767635,1
3144048,5
1057427,5
65321,4
2844099,4
4705538,5
865431,1
3692546,5
1529733,4
2932173,5
4484663,1
4738459,4
4275300,3
2232162,5
1974539,5
73439,3
1495620,2
575449,5
2612995,5
5004764,5
3664273,5
1020222,4
3284848,3
3253510,4
3681074,4
2816399,5
579400,5
2937240,1
1454617,1
1943986,5
754842,5
602788,5
3093410,1
5155932,5
4338521,4
2027991,5
3379233,5
3879986,3
3998292,1
3276700,5
4581544,5
3819111,5
1082218,4
2631078,3
4457469,5
4931232,5
3964172,5
4232507,5
5235002,5
2570114,5
3443795,2
3618289,4
2226749,5
1635025,4
431886,5
3106935,5
1334478,5
2955012,3
4162768,4
522823,5
1941735,1
169846,1
2737339,5
2796282,1
2343485,4
3965168,4
2625620,2
4453045,5
4401620,4
5040256,4
2813855,5
1793972,5
3630569,5
5014563,2
5123521,5
856358,4
3895304,5
2394744,3
1113668,5
83560,5
1270275,4
1624148,1
4559407,5
666950,3
2456452,5
1667948,4
4218783,5
4454897,1
5059309,4
1618501,5
2152125,4
1837490,5
3652845,5
3495057,5
4028189,2
4305034,5
3790321,5
2002777,1
816519,4
3961762,4
2438397,3
2227905,5
4383689,4
314520,2
1457123,1
5191915,1
3116249,4
1188375,5
3106921,4
3945907,5
447778,5
4515716,4
261048,5
3907471,2
3951428,5
1850125,5
54831,5
4384342,5
1571431,5
1721876,4
1361546,5
4214959,5
4670446,3
4771071,5
2144635,4
564847,5
543634,4
4052297,1
1309769,4
2931200,5
4848912,5
4234790,1
5130133,3
4144704,2
4307729,5
1721418,5
3572771,1
13654,4
3224590,5
1870633,5
5031760,3
694002,2
2191421,5
3988675,5
986809,3
1862183,5
4905775,2
3125152,5
1906295,4
1986542,1
2992583,1
3598899,5
1391473,4
5094335,4
3079415,1
351114,5
3097763,1
3798874,5
4237690,4
2376664,5
1307235,5
4750906,1
1192325,4
3792790,3
3453904,5
2580086,5
4442736,5
1011611,4
3260043,1
3502242,4
975200,1
2720504,4
3641067,1
4082404,5
2862917,3
5065912,1
1916475,4
1022958,5
915077,1
3386045,1
422893,5
2633446,1
3886156,4
4171483,5
4809187,2
1915808,4
2796033,1
796741,5
5048644,5
833942,5
570686,5
691699,5
2897502,5
4128092,4
3943270,3
1527658,2
152908,5
5190332,3
2243565,1
1818252,3
4102096,5
3526230,4
3866047,5
2993500,4
367840,2
4791544,2
748615,5
892756,2
5056407,1
1516525,4
3755538,4
2204784,1
327927,4
4396795,5
2044423,5
1018944,2
1287757,4
975937,5
1773247,5
1695962,3
840454,5
3890263,5
1094334,4
342249,5
1104572,1
3207727,5
3951319,1
3569401,4
1222520,4
4951835,5
5124906,4
453317,5
4558797,5
4440631,4
2167622,4
4189701,2
4106788,2
692229,3
2369377,5
5151890,4
2531056,5
3271651,3
1912360,5
396183,5
613484,3
3893576,4
4085225,4
4098760,4
1731588,2
3230342,1
3977612,5
4681278,4
77259,5
4319306,1
2545645,1
3646319,4
193486,1
1566811,2
4545552,4
3333402,5
1869049,5
3362975,5
267939,1
1153693,3
4216954,2
2160093,1
3615984,4
4517155,5
2916118,3
1505081,4
1798391,4
1623349,1
4334539,3
387279,4
2756872,5
1091213,3
1721150,1
4415993,5
2742610,5
4655675,5
2016009,5
3906848,1
2726315,5
1038846,5
4774849,4
738507,5
3606725,5
3359225,1
5003472,5
3089562,5
2990866,5
2415227,3
5152720,3
4459548,1
883469,5
2182708,2
247524,1
3690398,5
3159699,3
3799543,2
4190934,5
49505,3
4860560,1
4477054,5
4433708,3
160684,2
553742,4
1547001,4
4821038,5
3070743,1
1036818,5
2077039,4
4001921,2
3291930,5
2365138,2
1252357,1
1518673,5
3259327,3
3938016,4
4868540,5
1260968,4
839486,1
3787397,1
834251,1
4828997,5
310161,5
2071142,4
4480345,1
4219562,4
2646945,5
2748493,4
3102556,5
4758480,5
2521195,1
4925103,3
5154905,4
1081126,5
4929791,2
3928866,1
1204161,3
3155470,4
1734797,5
4348483,3
3094472,2
1649601,3
3184548,1
365983,4
1744915,5
4779523,5
4984343,4
5095519,1
5121828,3
1849938,1
366237,1
2644542,4
1721131,5
3233683,5
2638676,5
620951,3
2221856,4
4299657,5
2828258,5
4974204,3
2939995,2
4182584,5
2848215,2
4254072,3
4804694,5
3725302,4
2914262,4
1801144,2
510399,5
1733195,2
5079923,1
1048664,5
2906708,5
2244256,4
5001881,4
1945612,1
3419730,4
3509662,4
1001724,3
1824947,5
3011055,4
2616093,4
2301390,1
3763986,5
2478442,5
2722137,1
959678,5
5232530,1
324099,1
2260306,5
723393,2
4507506,5
3806033,5
5081199,1
1850910,3
1295261,5
3383656,1
2561897,4
4234169,2
221819,3
1968359,4
596337,5
3295065,5
4949743,5
4268485,5
4582462,2
4749328,1
4734048,5
809918,5
1115621,5
2580731,5
971867,1
3961840,3
1797553,5
4094033,5
285601,5
3932987,1
1084589,4
3644337,3
4329320,5
898309,1
928018,4
4211588,1
4938531,4
3900179,5
1041613,4
3769942,4
2819944,4
3620554,4
2347953,5
5231269,3
3884918,4
1831907,5
1034661,5
5178586,5
1741284,1
4669162,3
3638601,3
2314575,4
4265841,4
2932258,4
5110448,5
4767427,5
662332,1
2755838,5
1771211,3
5108060,4
3876685,4
4669844,5
3303749,5
2299592,5
2565859,3
3350792,3
2508446,5
53520,4
2170049,4
918357,5
4869707,5
1208,5
1391611,1
874998,5
3969874,4
2309034,3
2881856,5
1540744,3
1510609,1
3573194,3
3431910,3
2197997,5
1689103,5
4965117,5
3409151,2
3213877,5
3920312,1
2432917,1
4931403,2
2173888,4
1900425,3
3452704,4
5110088,4
3492246,5
3264153,3
4227027,5
2426823,5
1818488,5
1927494,4
2325772,5
1481322,2
2050424,5
3177638,3
5179145,5
2215760,5
1663763,5
678191,4
271335,4
4146611,5
1949281,4
4722882,5
1325226,5
2389036,5
3469078,5
3298570,5
2398849,4
299472,5
3349830,4
2229357,5
1631823,4
1920450,5
3023459,5
5111191,4
2837637,3
1310925,1
898562,3
2967813,1
2633515,5
1828791,1
2857610,4
2054425,4
5005446,5
2363954,2
3853965,5
2783412,1
2672912,5
767600,2
3635750,1
1106704,4
136160,5
1633547,5
1869477,5
1215569,1
528670,4
1845382,4
3037320,5
3155453,3
1932914,5
2809395,1
4415322,3
2544623,5
2829974,5
4534525,1
1961393,5
170136,1
2944008,5
2607993,3
3738532,4
3167080,5
1470035,4
389057,5
3823432,2
1345627,1
4476000,1
2779568,5
3765432,2
3165997,5
892865,1
4148680,4
3064143,5
888451,3
766765,5
5047552,5
1348926,5
2224812,5
2190704,1
2655106,5
1460859,5
4499529,4
1175505,5
3603687,5
4654478,1
440657,4
843712,4
1718276,4
4774017,4
5149323,4
2522512,3
67626,5
2941894,1
4021071,4
4717043,4
1064565,4
2476373,5
4332771,1
4070936,5
4736502,5
2373499,4
1533529,4
1726540,4
671945,4
5167845,5
4191447,5
4891484,4
89482,5
4063018,5
10804,4
2789365,4
389190,5
913763,3
1750004,1
3492611,3
4708766,5
3373226,3
3020220,3
4147230,4
583320,1
4689481,1
170407,1
1086685,3
421306,4
3395821,5
526176,5
2040119,4
333694,5
4334708,5
3266482,5
4115343,5
4254967,5
4435797,3
2477826,5
2839424,5
515076,1
4767110,1
1663711,1
3465243,1
4078876,5
3530083,5
4836832,3
891056,5
4343875,2
4759943,4
2644687,5
4962599,5
2385916,3
4093293,4
632647,1
2632307,5
5058301,4
442751,4
2617775,1
44179,4
3426527,5
4728980,4
3634501,1
244580,5
2366041,1
3397444,5
1783808,5
2345181,5
1080209,4
974108,4
3562414,5
4158864,5
2911312,5
4166198,5
2889779,5
4390478,5
1731870,5
3882467,2
4384495,3
4638395,1
2019530,4
3422950,4
5153879,4
3669027,4
3846723,2
142809,5
2675528,4
2737058,2
3934216,5
2459257,4
1987575,4
1135829,5
3637406,3
2385487,5
2810507,5
3913230,3
2815565,3
2020645,3
2756237,5
2149581,4
298356,1
1939064,5
238669,2
1988235,1
4039607,1
2256702,5
1414126,5
1294089,5
2337840,5
5147952,5
2363946,2
3723630,4
821296,1
3695615,5
4940048,5
1846240,4
1578917,4
4138509,1
1352227,5
3035704,5
4241343,5
3673360,4
1527362,1
3403995,4
4882655,4
2754502,1
1004698,5
4733695,5
959491,4
1379901,5
2708081,4
3337633,1
2805207,1
2107803,5
2070277,3
48245,5
2512640,5
799290,4
2874484,5
4283104,5
1355693,1
4652233,5
1375994,1
1191042,4
4620571,3
1431866,3
1588400,5
4062561,3
5101100,5
71927,5
1294309,4
171197,3
4384323,5
3165278,5
2892585,4
254133,5
3890930,4
4081510,5
1202702,5
1318558,4
590236,1
3560932,1
3634792,5
1751671,5
2127084,5
1130147,4
5166198,4
4590549,3
842026,5
2106472,5
5247066,3
4919288,3
5232853,4
2329790,5
2209976,2
5141970,4
1894882,4
4303701,4
1571037,5
3684421,4
282847,5
1330366,1
2119661,5
2252511,5
357740,5
4915337,4
820099,3
5183758,2
138067,1
1267844,4
1604579,5
3540937,5
3569606,1
4304566,4
2134634,3
3923243,4
470922,2
4125921,3
4994273,2
3150382,5
1808370,5
3839804,4
4081813,4
1390089,1
3513356,1
5074358,3
4451021,1
3014174,5
4797713,4
1688333,1
2213376,5
4387961,5
4130987,4
4195445,5
2008791,5
136558,2
2681953,4
3460891,5
432240,5
4094146,5
2474505,5
3458549,5
3206776,2
289232,1
3941165,5
3040832,4
1246405,4
734755,5
1832989,5
3147987,4
3693860,5
4957241,5
392251,1
1825960,5
1728232,2
3797111,3
675739,3
1134994,5
2422653,4
3024674,5
4902288,2
2948692,4
1192647,5
3332061,5
4775777,4
3944440,2
1990694,4
1732681,5
1297418,5
3158860,4
2779225,4
346460,5
2710492,4
3032611,1
4282721,4
3067031,1
1317585,5
4468141,3
2966347,1
3230454,4
2464904,3
789228,4
1599137,4
3706847,5
2501722,5
1942111,3
3086980,5
1097176,5
4183045,5
3420436,3
5208190,3
1881107,4
338447,5
3443236,4
3924529,4
4018678,5
5116774,5
4587421,4
836911,1
5249399,5
3322728,3
4993255,4
771000,3
2704778,5
4538902,4
3384399,1
3995468,1
4343137,5
402411,4
4334743,2
1439530,4
1810980,3
2991655,1
2791655,4
1597466,1
309005,5
841107,5
4792640,4
2664719,4
2215170,5
833398,2
428909,3
3667248,1
3406183,1
2807667,4
3124665,1
3677899,3
177203,4
2439948,5
547762,4
3030501,4
4499387,5
3026890,4
4140822,5
3304222,1
1835097,3
1909968,3
1961190,2
2745488,4
1359730,5
2503296,4
1119230,4
919720,1
4537036,3
1020772,1
869204,1
1199719,1
59140,5
528468,4
1189124,5
2492664,2
4236929,2
4952224,5
1611857,5
3578754,1
2728574,5
3821815,4
221499,4
2897042,5
3417446,1
2402487,1
667086,1
1126734,3
77174,3
4988224,3
1884861,5
1249950,5
1242954,5
4163417,4
2721811,1
3604157,1
5054724,4
194074,5
1350782,5
3807284,2
4563428,5
1340956,5
401240,5
4640384,4
2735257,5
4642926,5
3696126,5
4561089,3
18502,5
3045747,5
679322,5
3731922,5
3757476,4
234262,5
3582584,4
2611097,4
1798256,5
129245,4
1370773,3
4176976,4
1421921,1
992534,5
22498,3
30754,5
2023036,5
4673943,4
3820862,4
1353422,3
1700756,3
2997135,5
4838556,2
4669719,3
4983338,5
4373487,3
4454540,2
1230964,5
2741688,5
4787927,2
1758863,5
3361915,3
354908,2
1113156,5
1569915,5
2574293,3
1722298,5
581766,1
1929467,5
5137968,5
1753563,1
383290,4
4610987,3
532523,5
3457616,1
2765347,1
4667749,1
3503157,5
971913,5
4087330,2
2931439,3
1104941,4
4218301,2
1605386,5
824357,3
2327642,5
321059,1
3331172,5
2602709,4
1562451,4
4334251,5
5125353,4
689693,2
271364,5
185058,5
203651,5
4908625,5
3369381,4
1743419,5
1132570,4
4076686,4
5087659,4
220349,4
3708359,5
3003868,1
5207060,4
1146597,3
4483422,5
4755948,2
1707227,5
1976852,5
4061982,3
1340767,5
4729694,3
133570,5
2216597,4
2895410,2
124682,1
2577912,5
269637,3
21151,2
4462803,2
2845925,3
1597654,4
5173731,4
4384224,3
5239109,5
1727444,3
4123786,5
3707383,1
4995072,4
2448754,1
5258697,1
1088094,2
2624998,3
1151998,5
3140908,4
3246816,4
4664227,5
3029621,2
4011770,2
3020809,1
2310219,5
3348112,1
1327483,2
596483,3
396245,3
3810603,5
2181876,3
1730957,5
3792910,4
2297038,1
1449885,3
4871716,2
2310543,1
1056522,3
4056236,4
930931,1
1907028,1
482387,5
3566074,3
1059404,5
5165777,2
88693,2
4721605,4
2695611,5
4079289,4
3484317,4
1173857,4
418519,5
3242798,5
2156106,3
5066938,4
2271056,3
2256652,5
1815251,4
315005,5
5179679,5
2160259,3
961881,1
4809178,5
5061272,3
1469191,4
1603918,1
3016812,3
2679008,5
2559178,5
3858308,5
1794816,1
4139955,1
1950519,2
1273442,5
1332841,4
4972417,3
2980042,1
2991966,2
810524,1
270223,1
1790552,1
4157328,5
2140430,1
5018759,5
1629952,1
389856,4
316665,5
913578,5
3146144,5
1736971,5
2725845,4
836792,4
1950042,2
4766038,5
4294876,5
502440,5
5162175,5
118772,5
2816096,5
4669825,4
2102310,1
55841,1
256859,5
416970,3
329758,5
2680430,3
964173,1
5146814,3
2774068,5
4293700,5
580952,5
4617391,3
2593642,1
5159025,3
1749897,5
3021271,3
971865,5
4077291,1
1935411,5
3556156,2
5073790,5
490073,5
3891257,5
2637598,5
4989262,4
1775685,2
5185212,1
4826364,4
4465374,5
1117246,1
3828944,4
4069176,5
4384734,5
800747,5
342604,5
1916587,4
1099676,5
4585202,5
4213509,1
3032783,4
3572253,4
2461551,5
4350047,4
192234,5
1135498,5
3683625,5
4381290,5
5108729,5
208944,5
1457374,5
4166616,1
680545,1
4460622,2
1339086,5
4529297,2
2863893,3
1075453,1
3110320,3
1162751,5
2679755,5
1451825,1
3945795,3
3420303,5
2589994,5
4687854,5
121497,4
3223188,5
2082436,3
3446389,3
973547,4
1960270,5
3213422,3
4437339,5
2863801,1
4244577,4
1884791,3
1443338,1
2843764,3
1898821,4
4883852,3
4367574,5
2537482,1
4044004,3
3051708,2
2932640,4
442285,2
4920804,4
2682045,5
1071617,1
3464718,4
2763182,4
3771392,5
4691219,4
1578152,5
2547201,5
3662905,5
3228885,4
1540771,1
1148450,5
3045712,1
186076,3
2362129,3
4305180,3
2738369,4
5056628,2
4215450,3
1408061,5
2957816,5
5139529,5
4801962,4
791616,4
1574216,3
503639,3
1571724,4
449309,5
4012959,1
5230018,5
1455306,5
1434603,5
3483001,4
3832331,5
4849999,1
1514741,3
1374419,1
2696027,4
5247031,3
2056089,2
1201890,1
1006032,3
3144668,4
4367377,5
185840,5
3283885,4
3259562,4
860595,5
311562,5
385188,5
2935755,5
36446,4
4002319,5
1430108,5
4625499,5
3019387,2
3096941,5
3802931,1
3208252,1
566183,5
4819683,5
919357,4
4234864,1
3672386,3
3662910,5
5139922,4
1040560,1
3237555,5
4996282,4
5075031,5
2200637,4
2146794,4
3873513,1
2774959,3
3505194,5
361722,1
1014091,3
5255133,2
800667,1
3632804,2
4572533,3
5190284,5
47944,5
343693,5
296030,5
230527,5
784681,5
3129471,5
2465144,5
583715,5
3551932,3
685484,5
863096,5
3212374,2
3788195,4
4808732,5
1846295,1
660866,1
1946779,4
1503973,5
1210035,5
1788461,5
4916574,5
2555350,5
3323925,2
3708255,3
737686,5
557838,4
1981229,4
4880850,4
5203122,5
4149029,1
4069399,5
2879372,1
2662505,5
2720925,5
3687083,4
4323118,1
2913614,3
4576391,1
5106440,4
1943424,3
657763,4
1913566,5
3234863,2
341301,1
4163513,2
5250710,3
4924471,1
727764,1
2608246,1
3400305,4
3539347,5
4865064,1
949900,4
2825049,5
1284681,1
2897663,5
665036,3
4682346,5
358867,5
3861455,4
4406464,5
4241227,5
3386522,5
3444401,5
1936908,1
3664999,5
3833003,4
2835874,5
1796425,5
2896554,4
3279682,5
1186990,5
2597755,5
1197709,4
1985266,1
5199037,5
2524098,5
3995927,5
263737,5
4483482,3
4372865,5
872705,4
750154,3
2305823,4
65577,5
267948,5
3120036,5
2670293,5
711658,1
1980502,3
4216075,4
1521076,2
904955,5
3191364,2
1150194,5
1800862,4
101448,4
39429,5
217382,1
2573955,5
4450508,5
1943030,3
4819282,5
4666929,1
3218108,5
4604787,4
2361502,4
3843862,4
2536770,4
2952095,5
4457697,4
1934996,1
4870803,2
1359154,5
2072532,4
2593451,4
3586887,5
5051901,5
2509276,3
1211754,5
792527,5
3121140,5
3448496,5
2790285,1
2598975,3
3909716,1
780908,5
1436846,5
958094,4
